votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S305,S345,S393,S362,S389,S363,S311,S378,S057,S346,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391
318,116-1-318,2019-10-16 12:26:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN777,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,3,1,1,3,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,0,1
319,116-1-319,2019-10-16 16:43:00,1/2,Nomination Confirmed,On the Nomination PN1042,3,1,1,3,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,0,1
320,116-1-320,2019-10-16 17:17:00,1/2,Nomination Confirmed,On the Nomination PN559,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
321,116-1-321,2019-10-16 17:37:00,1/2,Nomination Confirmed,On the Nomination PN722,3,0,1,3,1,0,1,3,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,1,1,0,3,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,3,1,1,0,1
322,116-1-322,2019-10-16 17:57:00,1/2,Nomination Confirmed,On the Nomination PN525,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1
323,116-1-323,2019-10-16 18:16:00,1/2,Nomination Confirmed,On the Nomination PN777,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
324,116-1-324,2019-10-17 12:06:00,1/2,Joint Resolution Defeated,On the Joint Resolution S.J.Res. 53,3,1,0,1,0,1,0,3,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0,1,1,0,0,0,3,0,0,1,0,1,3,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,3,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0
325,116-1-325,2019-10-17 13:46:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 54,3,1,0,1,0,1,1,3,0,0,1,0,1,0,1,1,1,3,1,1,3,1,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,3,1,0,1,1,0,0,0,3,0,1,1,0,1,3,0,1,1,1,1,0,0,1,1,3,1,1,1,1,3,1,1,1,0,0,1,1,0,1,3,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0
326,116-1-326,2019-10-21 17:29:00,3/5,Cloture Motion Agreed to,On the Cloture Motion Treaty Doc. 116-1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,3,1,3,1,1,0,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,3,3,1,1,1
327,116-1-327,2019-10-22 12:19:00,2/3,Resolution of Ratification Agreed to,On the Resolution of Ratification Treaty Doc. 116-1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1
328,116-1-328,2019-10-22 12:55:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN110,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,3,1,0,1
329,116-1-329,2019-10-22 14:46:00,1/2,Nomination Confirmed,On the Nomination PN110,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,3,1,0,1
330,116-1-330,2019-10-22 15:33:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed H.R. 3055,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1
331,116-1-331,2019-10-23 15:06:00,1/2,Joint Resolution Defeated,On the Joint Resolution S.J.Res. 50,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0,1,1,0,0,0,3,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,3,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,3,3,0,1,0
332,116-1-332,2019-10-24 12:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN898,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,3,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,3,1,3,1,0,3,1,0,0,1,0,1,0,0,1,1,0,0,3,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,3,1,0,1
333,116-1-333,2019-10-24 13:36:00,1/2,Nomination Confirmed,On the Nomination PN898,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,3,1,3,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,3,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,3,1,0,1
334,116-1-334,2019-10-28 17:32:00,1/2,Amendment Agreed to,"On the Amendment S.Amdt. 961 to S.Amdt. 948 to H.R. 3055 (Commerce, Justice, Science, Agriculture, Rural Development, Food and Drug Administration, Interior, Environment, Military Construction, Veterans Affairs, Transportation, and Housing and Urban Development Appropriations Act, 2020)",1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1
335,116-1-335,2019-10-28 18:08:00,1/2,Amendment Rejected,"On the Amendment S.Amdt. 1019 to S.Amdt. 948 to H.R. 3055 (Commerce, Justice, Science, Agriculture, Rural Development, Food and Drug Administration, Interior, Environment, Military Construction, Veterans Affairs, Transportation, and Housing and Urban Development Appropriations Act, 2020)",0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,3,0,0,0,0,0,0,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,3,0,0,0,0
336,116-1-336,2019-10-28 18:21:00,1/2,Amendment Agreed to,"On the Amendment S.Amdt. 1067 to S.Amdt. 948 to H.R. 3055 (Commerce, Justice, Science, Agriculture, Rural Development, Food and Drug Administration, Interior, Environment, Military Construction, Veterans Affairs, Transportation, and Housing and Urban Development Appropriations Act, 2020)",1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1
337,116-1-337,2019-10-30 12:20:00,1/2,Joint Resolution Defeated,On the Joint Resolution S.J.Res. 52,0,1,0,3,0,1,0,3,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,3,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,3,1,0,1,0
338,116-1-338,2019-10-30 12:53:00,3/5,Cloture Motion Agreed to,"On the Cloture Motion S.Amdt. 948 to H.R. 3055 (Commerce, Justice, Science, Agriculture, Rural Development, Food and Drug Administration, Interior, Environment, Military Construction, Veterans Affairs, Transportation, and Housing and Urban Development Appropriations Act, 2020)",1,1,1,3,0,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
339,116-1-339,2019-10-31 11:33:00,1/2,Amendment Rejected,"On the Amendment S.Amdt. 1209 to S.Amdt. 948 to H.R. 3055 (Further Continuing Appropriations Act, 2020)",0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,3,0,1,0,0,0,0,1,3,1,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,0
340,116-1-340,2019-10-31 12:11:00,1/2,Amendment Agreed to,"On the Amendment S.Amdt. 1141 to S.Amdt. 948 to H.R. 3055 (Further Continuing Appropriations Act, 2020)",1,1,1,3,0,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,3,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1
341,116-1-341,2019-10-31 12:33:00,3/5,Bill Passed,On Passage of the Bill H.R. 3055,1,1,1,3,0,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,0,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1
342,116-1-342,2019-10-31 13:45:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 2740,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,0,0,0,1,0,0,3,1,0,0,0,1,1,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
343,116-1-343,2019-11-05 14:15:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN456,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1
344,116-1-344,2019-11-05 16:47:00,1/2,Nomination Confirmed,On the Nomination PN456,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1
345,116-1-345,2019-11-05 17:23:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1106,1,1,1,1,1,0,1,3,1,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,3,1,1,1,1
346,116-1-346,2019-11-06 11:59:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN905,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
347,116-1-347,2019-11-06 12:36:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN729,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
348,116-1-348,2019-11-06 16:02:00,1/2,Nomination Confirmed,On the Nomination PN1106,1,1,1,3,1,0,1,3,1,1,1,3,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,3,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,3,1,1,1,1
349,116-1-349,2019-11-06 16:41:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1107,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,3,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
350,116-1-350,2019-11-07 11:46:00,1/2,Nomination Confirmed,On the Nomination PN905,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,3,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,3,1
351,116-1-351,2019-11-07 12:30:00,1/2,Nomination Confirmed,On the Nomination PN729,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1
352,116-1-352,2019-11-07 13:38:00,1/2,Nomination Confirmed,On the Nomination PN1107,1,1,1,1,1,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1
353,116-1-353,2019-11-12 17:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN410,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,3,1,1,1,0,3,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
354,116-1-354,2019-11-13 11:01:00,1/2,Nomination Confirmed,On the Nomination PN410,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
355,116-1-355,2019-11-13 11:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1054,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
356,116-1-356,2019-11-14 13:42:00,1/2,Nomination Confirmed,On the Nomination PN1054,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,3,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
357,116-1-357,2019-11-18 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1172,1,1,1,0,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,1,1,1,0,1,1,0,0,1,1,3,0,1,1,0,1,1,1,3,1,0,1,1,3,1,3,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,1,1,0,1
358,116-1-358,2019-11-19 14:15:00,1/2,Nomination Confirmed,On the Nomination PN1172,1,1,1,0,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,0,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,1,1,0,1
359,116-1-359,2019-11-19 14:47:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1171,1,1,1,0,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,3,1,1,0,1
360,116-1-360,2019-11-20 11:30:00,1/2,Nomination Confirmed,On the Nomination PN1171,1,1,1,0,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,3,1,1,0,1
361,116-1-361,2019-11-20 12:03:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN148,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,0,1,1,3,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,3,0,1,0,1
362,116-1-362,2019-11-20 14:37:00,1/2,Nomination Confirmed,On the Nomination PN148,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,0,1,1,3,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,3,0,1,0,1
363,116-1-363,2019-11-21 11:34:00,1/2,Motion to Table Agreed to,"On the Motion to Table S.Amdt. 1250 to H.R. 3055 (Commerce, Justice, Science, Agriculture, Rural Development, Food and Drug Administration, Interior, Environment, Transportation, and Housing and Urban Development Appropriations Act, 2020)",1,1,0,1,0,1,1,3,1,0,1,1,1,1,1,1,1,3,1,1,0,1,3,1,0,0,0,1,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,3,1,1,1,1
364,116-1-364,2019-11-21 12:12:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 3055,1,1,1,1,0,1,1,3,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,3,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,3,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,3,1,1,1,1
365,116-1-365,2019-11-21 12:32:00,1/2,Motion Agreed to,On the Motion (Motion to Concur in the House Amendment to the Senate Amendment to H.R. 3055),1,1,1,1,0,1,1,3,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,3,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,3,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,3,1,1,1,1
366,116-1-366,2019-11-21 13:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1268,1,0,1,0,1,0,1,3,1,1,0,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,0,1,1,0,1,1,0,0,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,1,0,1
367,116-1-367,2019-12-02 17:29:00,1/2,Nomination Confirmed,On the Nomination PN1268,1,0,1,3,1,0,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,0,1,1,1,1,1,3,1,1,1,3,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,3,0,1,1,1,0,3,1,3,1,0,0,1,3,1,1,1,1,1,1,1,1,1,3,1,0,1,3,3,1,0,1
368,116-1-368,2019-12-02 18:11:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN776,1,1,1,3,1,1,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,0,0,1,1,1,1,1,3,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1
369,116-1-369,2019-12-03 11:45:00,1/2,Nomination Confirmed,On the Nomination PN776,1,1,1,3,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1
