votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S370,S343,S397,S416,S307,S417,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S418,S357,S331,S293,S153,S407,S388,S399,S359,S408,S361,S344,S395,S345,S362,S406,S389,S363,S311,S378,S346,S409,S410,S338,S369,S411,S174,S306,S322,S347,S419,S288,S364,S229,S414,S413,S348,S380,S259,S423,S323,S401,S402,S381,S350,S313,S353,S420,S270,S404,S365,S324,S403,S394,S284,S383,S314,S303,S384,S412,S390,S421,S327,S415,S366,S422,S316,S318,S247,S391,S424
201,118-1-201,2023-07-26 21:36:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 438 to S.Amdt. 935 to S. 2226 (No short title on file),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0.0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
202,118-1-202,2023-07-27 11:37:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 999 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
203,118-1-203,2023-07-27 13:03:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1030 to S.Amdt. 935 to S. 2226 (No short title on file),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,
204,118-1-204,2023-07-27 14:22:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 874 to S.Amdt. 935 to S. 2226 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,3,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
205,118-1-205,2023-07-27 15:16:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1034 to S.Amdt. 935 to S. 2226 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,3,1,0.0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,3,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
206,118-1-206,2023-07-27 16:05:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1065 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
207,118-1-207,2023-07-27 16:43:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1058 to S.Amdt. 935 to S. 2226 (No short title on file),1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,0,1.0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,3,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,
208,118-1-208,2023-07-27 17:10:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 638 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
209,118-1-209,2023-07-27 17:36:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1078 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
210,118-1-210,2023-07-27 18:39:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 523 to S.Amdt. 935 to S. 2226 (No short title on file),0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,3,0,1,0,1,0,1,1,1,1,1,0,3,1,0.0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,3,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,
211,118-1-211,2023-07-27 19:31:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 1087 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
212,118-1-212,2023-07-27 19:57:00,3/5,Bill Passed,On Passage of the Bill S. 2226,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,
213,118-1-213,2023-09-05 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN645,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,0,1,0,3,1,3,1,1,0,1,1,1,0,1,1,1,1,1,1,3,1,1,1,
214,118-1-214,2023-09-06 11:35:00,1/2,Nomination Confirmed,On the Nomination PN645,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,1,1,1,
215,118-1-215,2023-09-06 12:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN743,1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
216,118-1-216,2023-09-06 14:15:00,1/2,Nomination Confirmed,On the Nomination PN743,1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
217,118-1-217,2023-09-06 15:05:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN644,1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
218,118-1-218,2023-09-06 17:12:00,1/2,Nomination Confirmed,On the Nomination PN644,1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,3,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
219,118-1-219,2023-09-06 18:10:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN646,1,0,1,0,1,3,0,0,0,1,0,1,0,3,1,1,0,1,1,0,1,3,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
220,118-1-220,2023-09-07 11:52:00,1/2,Nomination Confirmed,On the Nomination PN646,1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
221,118-1-221,2023-09-07 12:40:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN673,1,0,1,0,1,3,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,
222,118-1-222,2023-09-07 13:50:00,1/2,Nomination Confirmed,On the Nomination PN673,1,0,1,0,1,3,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,
223,118-1-223,2023-09-11 17:28:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN551,1,0,1,0,1,1,0,3,0,1,0,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,3,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,3,3,0,1,1,0,3,0,1,1,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
224,118-1-224,2023-09-12 11:30:00,1/2,Nomination Confirmed,On the Nomination PN551,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,3,0,3,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,3,0,0,1,1,0,0,0,1,1,1,3,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
225,118-1-225,2023-09-12 12:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN287,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,3,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,3,0,0,1,1,0,0,1,1,1,1,3,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,3,0,1,0,1,1,1,1,1,0,1,0,
226,118-1-226,2023-09-12 14:15:00,1/2,Nomination Confirmed,On the Nomination PN287,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,3,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,3,0,0,1,1,0,0,1,1,1,1,3,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
227,118-1-227,2023-09-12 15:07:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 4366,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
228,118-1-228,2023-09-14 10:34:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed H.R. 4366,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
229,118-1-229,2023-09-18 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN591,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,3,0,0,1,3,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,0,3,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
230,118-1-230,2023-09-19 11:31:00,1/2,Nomination Confirmed,On the Nomination PN591,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,3,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
231,118-1-231,2023-09-19 12:27:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN173,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,3,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
232,118-1-232,2023-09-19 14:15:00,1/2,Nomination Confirmed,On the Nomination PN173,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,3,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
233,118-1-233,2023-09-20 12:15:00,3/5,Cloture Motion Rejected,On the Cloture Motion S.Amdt. 1092 to H.R. 4366 (No short title on file),1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,3,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
234,118-1-234,2023-09-20 15:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN677,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
235,118-1-235,2023-09-20 18:30:00,1/2,Nomination Confirmed,On the Nomination PN677,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,3.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,3,1,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
236,118-1-236,2023-09-20 19:22:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
237,118-1-237,2023-09-21 11:45:00,1/2,Nomination Confirmed,On the Nomination PN537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
238,118-1-238,2023-09-21 12:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
239,118-1-239,2023-09-21 13:42:00,1/2,Nomination Confirmed,On the Nomination PN691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
240,118-1-240,2023-09-26 17:34:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 3935,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,3.0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,3,1,1,1,1,1,1,0,1,0,3,1,1,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
241,118-1-241,2023-09-28 11:45:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed H.R. 3935,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1.0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,3,1,1,3,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
242,118-1-242,2023-09-28 14:29:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 9,0,1,0,1,0,0,1,1,1,3,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,3.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,3,0,1,1,0,0,1,0,1,3,0,0,3,3,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
243,118-1-243,2023-09-28 15:23:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 24,0,1,0,1,0,0,1,1,1,3,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,3.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,3,0,1,1,0,0,1,0,1,3,0,0,3,3,1,0,1,1,1,0,3,0,0,0,0,0,1,0,1,
244,118-1-244,2023-09-29 12:02:00,1/2,Nomination Confirmed,On the Nomination PN183,1,1,1,1,1,1,1,0,0,1,1,1,3,1,1,1,3,1,1,1,1,1,3,1,0,3,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,0,1,0,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
245,118-1-245,2023-09-29 12:58:00,1/2,Nomination Confirmed,On the Nomination PN453,1,0,1,0,1,1,0,0,0,1,0,1,3,1,1,1,3,1,1,0,1,0,3,0,0,3,1,1,0,,1,0,1,1,1,0,1,0,1,1,1,0,0,0,3,1,0,1,1,0,0,1,0,1,1,3,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,3,1,0,1,0,3,1,1,3,3,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
246,118-1-246,2023-09-30 13:04:00,1/2,Motion for Attendance Agreed to,On the Motion for Attendance H.R. 3935,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,3,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
247,118-1-247,2023-09-30 20:10:00,3/5,Bill Passed,On Passage of the Bill H.R. 5860,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
248,118-1-248,2023-10-03 17:27:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN676,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,,3,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,3,1,1,1,1,1,1,3,1,1,1,0,1,1,0,1,0,3,1,1,1,3,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1.0
249,118-1-249,2023-10-04 11:45:00,1/2,Nomination Confirmed,On the Nomination PN676,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,,1,0,1,1,1,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1.0
250,118-1-250,2023-10-04 12:43:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN451,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,,1,0,1,1,0,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1.0
251,118-1-251,2023-10-04 14:15:00,1/2,Nomination Confirmed,On the Nomination PN451,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,,1,0,1,1,0,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1.0
252,118-1-252,2023-10-04 15:04:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN589,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,,1,0,1,1,0,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1.0
253,118-1-253,2023-10-04 17:29:00,1/2,Nomination Confirmed,On the Nomination PN589,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,,1,0,1,3,0,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,3,1,0,0,1,1,1,1,1,0,1,1,0,3,3,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1.0
